Timestamp,Device_Name,Event_Type,Severity,Duration_Minutes,Source_IP,Destination_IP,Port_Number,Protocol,Resolved,issue_type
2024-02-12 19:12:00,access_point_y,slow network,moderate,144.0,192.168.222.153,10.0.172.146,5291,icmp,No,other
2024-01-06 04:16:00,server_c,firmware crash,high,111.0,192.168.193.187,10.0.186.33,1467,DNS,No,other
2024-02-02 18:24:00,router a,ddos attack,med,73.0,192.168.179.193,10.0.89.179,3380,DNS,Yes,other
2024-02-17 11:44:00,router a,unauthorized access,Severe,102.0,192.168.223.141,10.0.38.209,3592,QUIC,Yes,security
2024-02-02 21:06:00,firewall x,slow network,High,143.0,192.168.189.48,10.0.147.118,4009,tcp,No,other
2024-02-16 00:12:00,load_balancer_1,hardware failure,critical,57.0,192.168.57.240,10.0.169.89,415,TLS,Yes,other
2024-01-02 15:48:00,router a,slow network,moderate,86.0,192.168.165.243,10.0.22.181,1456,DNS,Yes,other
2024-01-31 11:29:00,switch-b,packet loss,moderate,96.0,192.168.155.71,10.0.114.49,7907,DNS,Yes,failure
2024-01-21 16:49:00,server_c,ddos attack,med,8.0,192.168.174.240,10.0.219.82,7498,tcp,No,other
2024-02-12 12:08:00,db_z,firmware crash,low,62.0,192.168.85.106,10.0.87.44,6169,UDP,Yes,other
2024-01-25 03:06:00,router a,hardware failure,critical,160.0,192.168.104.127,10.0.162.191,1387,udp,No,other
2024-02-10 01:25:00,server_c,slow network,low,167.0,192.168.96.103,10.0.40.235,1649,QUIC,No,other
2024-01-24 14:07:00,router a,unauthorized access,low,101.0,192.168.53.23,10.0.195.107,2402,TLS,Yes,security
2024-01-17 23:24:00,server_c,packet loss,critical,111.0,192.168.240.131,10.0.207.143,323,tcp,Yes,failure
2024-02-13 05:13:00,server_c,packet loss,high,60.0,192.168.43.188,10.0.42.181,3622,udp,No,failure
2024-01-05 07:57:00,srv c,ddos attack,MEDIUM,8.0,192.168.100.69,10.0.57.254,3893,ICMP,Yes,other
2024-01-16 04:07:00,switch-b,firmware crash,Severe,165.0,192.168.207.220,10.0.218.217,3378,tcp,Yes,other
2024-02-14 17:21:00,router a,packet loss,med,80.0,192.168.137.177,10.0.89.229,5239,tcp,No,failure
2024-01-30 21:02:00,access_point_y,connection lost,moderate,126.0,192.168.45.207,10.0.13.183,2931,TLS,No,other
2024-02-14 15:03:00,db_z,downtime,med,25.0,192.168.86.80,10.0.208.54,1337,UDP,Yes,other
2024-02-16 14:01:00,srv c,downtime,high,132.0,192.168.154.43,10.0.210.216,3948,ICMP,No,other
2024-01-20 09:12:00,router a,connection lost,high,16.0,192.168.4.216,10.0.221.80,916,UDP,Yes,other
2024-02-01 23:13:00,edge_proxy,ddos attack,critical,6.0,192.168.158.128,10.0.209.151,278,UDP,Yes,other
2024-02-07 06:21:00,access_point_y,slow network,High,110.0,192.168.126.114,10.0.61.238,5556,icmp,Yes,other
2024-01-26 19:52:00,edge_proxy,slow network,LOW,87.0,192.168.165.150,10.0.171.106,7555,UDP,No,other
2024-01-11 11:08:00,access_point_y,hardware failure,High,97.0,192.168.235.91,10.0.102.126,6990,tcp,No,other
2024-01-18 13:59:00,switch-b,firmware crash,CRITICAL,116.0,192.168.136.197,10.0.231.136,683,UDP,Yes,other
2024-01-30 06:14:00,switch-b,high latency,med,81.0,192.168.150.55,10.0.42.15,3099,QUIC,Yes,performance
2024-01-28 18:51:00,edge_proxy,firmware crash,med,70.0,192.168.22.21,10.0.31.114,1908,TLS,Yes,other
2024-01-03 09:08:00,router a,high latency,low,48.0,192.168.161.237,10.0.241.214,2494,tcp,No,performance
2024-01-10 19:50:00,access_point_y,firmware crash,med,127.0,192.168.91.59,10.0.189.138,5625,TLS,No,other
2024-01-29 23:36:00,firewall x,downtime,moderate,96.0,192.168.234.109,10.0.193.75,5849,TLS,No,other
2024-02-04 11:26:00,switch-b,firmware crash,med,118.0,192.168.79.108,10.0.175.234,1693,DNS,Yes,other
2024-01-03 00:56:00,db_z,hardware failure,High,174.0,192.168.157.222,10.0.134.200,3770,tcp,No,other
2024-01-24 14:47:00,firewall x,connection lost,critical,53.0,192.168.67.125,10.0.62.38,3370,tcp,No,other
2024-01-12 11:02:00,db_z,high latency,critical,90.0,192.168.135.191,10.0.255.241,5525,ICMP,No,performance
2024-01-12 23:00:00,srv c,slow network,med,42.0,192.168.24.197,10.0.205.247,7942,Tcp,Yes,other
2024-01-22 19:43:00,router a,ddos attack,critical,41.0,192.168.125.199,10.0.174.176,363,TLS,Yes,other
2024-01-04 08:20:00,switch-b,ddos attack,LOW,139.0,192.168.230.237,10.0.23.80,3578,ICMP,No,other
2024-01-27 12:13:00,access_point_y,slow network,MEDIUM,126.0,192.168.22.75,10.0.160.213,2108,udp,No,other
2024-01-23 03:05:00,router a,packet loss,CRITICAL,104.0,192.168.49.147,10.0.163.193,398,QUIC,No,failure
2024-01-14 12:56:00,load_balancer_1,slow network,Severe,134.0,192.168.50.45,10.0.229.237,4298,Tcp,Yes,other
2024-02-14 18:00:00,srv c,high latency,CRITICAL,70.0,192.168.179.25,10.0.215.128,7111,ICMP,No,performance
2024-01-06 08:37:00,router a,unauthorized access,critical,151.0,192.168.132.203,10.0.239.187,6613,UDP,No,security
2024-02-04 06:21:00,access_point_y,slow network,Severe,162.0,192.168.233.122,10.0.184.84,2047,udp,No,other
2024-02-02 08:04:00,srv c,packet loss,CRITICAL,94.0,192.168.126.157,10.0.41.99,4047,DNS,Yes,failure
2024-02-17 18:43:00,edge_proxy,slow network,moderate,12.0,192.168.1.105,10.0.241.221,5779,tcp,Yes,other
