Timestamp,Device_Name,Event_Type,Severity,Duration_Minutes,Source_IP,Destination_IP,Port_Number,Protocol,Resolved
2024-01-27 05:24:00,Server_C,Hardware Failure,LOW,93.0,192.168.79.151,10.0.26.208,4569,icmp,No
2024-01-31 19:08:00,Srv C,Hardware Failure,moderate,145.0,192.168.254.254,10.0.225.181,3847,UDP,Yes
2024-01-23 21:05:00,DB_Z,Connection Lost,moderate,125.0,192.168.25.11,10.0.10.34,1590,udp,Yes
2024-01-04 05:02:00,Router A,DDoS Attack,critical,61.0,192.168.148.245,10.0.52.129,2671,TLS,No
2024-01-07 01:45:00,Server_C,Downtime,MEDIUM,161.0,192.168.5.28,10.0.211.108,4240,icmp,Yes
2024-02-02 21:19:00,Router A,Slow Network,med,109.0,192.168.170.208,10.0.178.184,689,QUIC,Yes
2024-01-11 17:54:00,Srv C,DDoS Attack,Severe,43.0,192.168.112.48,10.0.127.44,4647,tcp,Yes
2024-01-20 11:02:00,DB_Z,DDoS Attack,CRITICAL,126.0,192.168.8.18,10.0.131.43,597,ICMP,Yes
2024-01-05 18:02:00,Access_Point_Y,Connection Lost,MEDIUM,180.0,192.168.178.104,10.0.105.12,2282,ICMP,Yes
2024-01-24 20:23:00,Load_Balancer_1,Packet Loss,CRITICAL,92.0,192.168.116.223,10.0.164.32,3966,TLS,No
2024-01-16 20:59:00,Load_Balancer_1,High Latency,high,118.0,192.168.214.220,10.0.184.61,5069,tcp,No
2024-01-01 20:40:00,Srv C,High Latency,High,12.0,192.168.200.165,10.0.133.63,833,UDP,Yes
2024-01-31 02:17:00,Switch-B,Hardware Failure,critical,160.0,192.168.248.10,10.0.177.131,3329,DNS,Yes
2024-01-27 17:42:00,Load_Balancer_1,High Latency,CRITICAL,6.0,192.168.128.95,10.0.93.235,7385,udp,Yes
2024-01-15 21:55:00,DB_Z,Slow Network,high,30.0,192.168.173.170,10.0.211.143,4459,QUIC,Yes
2024-01-12 05:41:00,Srv C,Slow Network,med,132.0,192.168.155.34,10.0.157.185,5407,ICMP,No
01/25/2024 08:21,Access_Point_Y,Connection Lost,CRITICAL,16.0,192.168.227.132,10.0.101.250,6272,udp,No
2024-01-29 07:57:00,Edge_Proxy,Slow Network,low,114.0,192.168.2.252,10.0.14.250,946,DNS,No
2024-01-08 03:05:00,Router A,Packet Loss,LOW,45.0,192.168.64.233,10.0.217.90,5115,ICMP,Yes
2024-02-06 23:19:00,Router A,DDoS Attack,low,78.0,192.168.158.209,10.0.252.85,5009,Tcp,Yes
2024-01-12 14:04:00,Router A,Connection Lost,critical,169.0,192.168.163.203,10.0.30.178,3831,udp,Yes
2024-01-21 10:00:00,Firewall X,DDoS Attack,LOW,50.0,192.168.154.242,10.0.251.184,2649,UDP,Yes
2024-01-15 16:35:00,Firewall X,Packet Loss,critical,159.0,192.168.222.129,10.0.49.158,5797,Tcp,No
2024-01-07 15:28:00,Edge_Proxy,High Latency,med,178.0,192.168.122.50,10.0.228.220,1208,DNS,No
2024-01-22 16:47:00,Access_Point_Y,Firmware Crash,Severe,55.0,192.168.170.160,10.0.14.242,3428,TLS,No
2024-01-07 22:58:00,Srv C,Hardware Failure,high,112.0,192.168.19.148,10.0.158.174,4812,QUIC,No
2024-01-15 14:46:00,Edge_Proxy,DDoS Attack,LOW,80.0,192.168.61.125,10.0.83.54,1179,UDP,Yes
2024-02-09 15:08:00,Switch-B,Unauthorized Access,MEDIUM,18.0,192.168.91.218,10.0.252.143,3364,ICMP,No
2024-01-07 14:06:00,Firewall X,High Latency,MEDIUM,80.0,???.???.???.???,10.0.101.41,6420,ICMP,No
2024-02-06 02:38:00,Router A,Firmware Crash,high,48.0,192.168.187.151,10.0.14.59,4504,QUIC,Yes
2024-01-19 15:41:00,DB_Z,Firmware Crash,moderate,79.0,192.168.143.219,10.0.183.125,6094,tcp,No
2024-02-03 18:58:00,Firewall X,Hardware Failure,high,49.0,192.168.37.66,10.0.27.52,6017,QUIC,No
01/07/2024 22:51,Srv C,Connection Lost,Severe,129.0,192.168.232.254,10.0.250.156,5971,UDP,No
2024-01-11 08:59:00,DB_Z,Packet Loss,CRITICAL,67.0,192.168.65.151,10.0.246.82,4944,TLS,No
2024-02-08 19:42:00,Load_Balancer_1,DDoS Attack,low,55.0,192.168.157.3,10.0.249.226,1521,DNS,No
2024-01-25 08:14:00,Edge_Proxy,Downtime,Severe,,192.168.139.229,10.0.237.114,2443,ICMP,No
01/07/2024 02:35,Switch-B,DDoS Attack,med,89.0,192.168.214.145,10.0.213.154,1696,TLS,Yes
2024-01-05 16:38:00,Router A,High Latency,CRITICAL,51.0,192.168.31.162,10.0.153.5,4170,UDP,Yes
2024-01-30 09:18:00,Load_Balancer_1,Downtime,moderate,159.0,192.168.183.150,10.0.137.134,2316,ICMP,Yes
2024-02-10 00:44:00,Server_C,Firmware Crash,low,97.0,192.168.180.178,10.0.22.161,6721,QUIC,No
2024-02-14 05:56:00,DB_Z,DDoS Attack,High,101.0,192.168.108.195,10.0.244.43,4590,UDP,No
2024-02-18 00:10:00,Switch-B,Connection Lost,CRITICAL,152.0,192.168.83.165,10.0.1.135,6379,UDP,No
2024-01-18 20:28:00,Access_Point_Y,Packet Loss,High,48.0,192.168.82.218,10.0.215.228,1386,TLS,Yes
2024-02-11 16:39:00,Edge_Proxy,Downtime,LOW,72.0,192.168.81.109,10.0.220.107,7450,tcp,Yes
2024-01-17 19:05:00,Srv C,High Latency,critical,,192.168.234.227,10.0.138.239,5291,udp,Yes
2024-01-04 10:29:00,Router A,Slow Network,low,120.0,192.168.79.104,10.0.93.135,5638,TLS,Yes
2024-01-15 01:13:00,Server_C,Connection Lost,MEDIUM,172.0,192.168.231.172,10.0.152.126,3437,tcp,Yes
2024-01-03 21:47:00,Edge_Proxy,Downtime,Severe,7.0,192.168.212.78,10.0.31.162,1964,tcp,No
2024-02-09 12:02:00,Load_Balancer_1,Firmware Crash,LOW,13.0,192.168.224.18,10.0.72.225,6073,icmp,No
2024-01-11 03:33:00,Srv C,Packet Loss,MEDIUM,81.0,192.168.117.183,10.0.223.148,1499,udp,Yes
2024-01-10 00:21:00,Server_C,Unauthorized Access,Severe,80.0,192.168.150.251,10.0.218.230,6200,Tcp,No
2024-01-29 23:16:00,Srv C,Unauthorized Access,med,125.0,192.168.15.57,10.0.159.62,1687,Tcp,No
2024-02-01 05:12:00,Access_Point_Y,Slow Network,low,,192.168.66.1,10.0.45.182,600,TLS,No
2024-01-01 09:10:00,Load_Balancer_1,Slow Network,critical,123.0,192.168.79.230,10.0.255.13,7128,ICMP,Yes
2024-01-29 23:55:00,DB_Z,High Latency,MEDIUM,5.0,192.168.251.203,10.0.126.18,3100,ICMP,No
2024-01-20 04:59:00,Switch-B,Packet Loss,MEDIUM,60.0,192.168.101.26,10.0.74.117,4398,TLS,No
2024-02-15 15:31:00,Server_C,High Latency,moderate,77.0,192.168.131.51,10.0.43.244,6855,DNS,No
2024-02-06 00:00:00,DB_Z,Connection Lost,high,59.0,192.168.166.209,10.0.146.213,2479,Tcp,Yes
2024-01-31 00:35:00,Router A,DDoS Attack,Severe,,192.168.182.231,10.0.223.136,2192,ICMP,No
01/26/2024 14:52,Switch-B,DDoS Attack,high,119.0,192.168.24.105,10.0.228.211,6474,ICMP,No
2024-02-11 18:21:00,Switch-B,Hardware Failure,high,157.0,192.168.199.56,10.0.119.159,2527,Tcp,No
2024-02-10 20:29:00,Srv C,Firmware Crash,LOW,26.0,192.168.178.119,10.0.70.112,4682,DNS,No
2024-02-05 07:19:00,DB_Z,Packet Loss,LOW,155.0,192.168.239.74,10.0.201.205,1972,TLS,No
2024-02-04 20:08:00,Srv C,DDoS Attack,med,165.0,192.168.110.14,10.0.141.13,3099,TLS,No
2024-02-10 04:08:00,Firewall X,Firmware Crash,critical,112.0,192.168.144.31,10.0.10.231,7604,ICMP,No
2024-01-31 00:19:00,Switch-B,High Latency,low,108.0,192.168.143.214,10.0.221.212,1470,ICMP,Yes
2024-02-02 11:09:00,Switch-B,Unauthorized Access,critical,,192.168.80.182,10.0.227.221,6042,UDP,No
2024-01-21 20:37:00,Switch-B,Firmware Crash,low,71.0,192.168.216.228,10.0.163.100,3636,UDP,No
2024-02-08 18:37:00,Switch-B,DDoS Attack,Severe,102.0,???.???.???.???,10.0.10.221,3681,QUIC,No
2024-02-16 14:37:00,Router A,Packet Loss,critical,159.0,192.168.231.45,10.0.184.15,2912,DNS,No
2024-01-18 13:54:00,Srv C,Connection Lost,med,119.0,192.168.56.247,10.0.19.101,4571,ICMP,No
2024-01-31 18:32:00,Server_C,DDoS Attack,LOW,58.0,192.168.137.255,10.0.149.93,5337,QUIC,Yes
2024-02-01 20:25:00,DB_Z,Downtime,high,10.0,192.168.187.21,10.0.85.17,1306,icmp,Yes
2024-01-16 04:48:00,Load_Balancer_1,Slow Network,low,127.0,192.168.202.45,10.0.83.87,3406,UDP,Yes
2024-02-01 11:23:00,Switch-B,Hardware Failure,CRITICAL,132.0,192.168.44.247,10.0.72.216,3071,QUIC,No
01/15/2024 17:12,Router A,DDoS Attack,High,108.0,192.168.90.180,10.0.167.195,4712,tcp,Yes
2024-01-31 01:44:00,Access_Point_Y,High Latency,CRITICAL,144.0,192.168.205.172,10.0.1.72,5316,udp,No
2024-01-29 18:54:00,Server_C,Connection Lost,MEDIUM,8.0,192.168.225.40,10.0.22.142,519,UDP,Yes
2024-02-08 14:38:00,Edge_Proxy,Connection Lost,MEDIUM,106.0,192.168.162.168,10.0.5.105,336,ICMP,Yes
2024-01-02 10:16:00,DB_Z,Hardware Failure,MEDIUM,50.0,192.168.185.127,10.0.174.158,7050,ICMP,No
2024-01-03 19:02:00,Srv C,Hardware Failure,high,153.0,192.168.149.185,10.0.10.97,460,TLS,Yes
01/12/2024 13:40,Switch-B,Slow Network,med,131.0,192.168.188.118,10.0.185.100,7575,Tcp,No
2024-01-03 09:27:00,Router A,Hardware Failure,CRITICAL,73.0,192.168.156.3,10.0.72.228,1481,ICMP,No
2024-01-15 04:53:00,Edge_Proxy,Connection Lost,med,47.0,192.168.141.155,10.0.14.101,766,ICMP,No
2024-01-02 18:29:00,Srv C,Firmware Crash,High,25.0,192.168.215.114,10.0.34.165,3202,ICMP,Yes
2024-02-17 20:52:00,Router A,Firmware Crash,moderate,60.0,192.168.182.76,10.0.204.146,3562,Tcp,Yes
2024-02-02 06:03:00,Srv C,DDoS Attack,Severe,141.0,192.168.136.101,10.0.85.34,743,icmp,No
2024-02-07 20:01:00,Router A,Unauthorized Access,CRITICAL,158.0,192.168.236.106,10.0.208.149,338,Tcp,Yes
2024-02-15 02:00:00,Server_C,Downtime,High,65.0,192.168.38.125,10.0.200.214,4777,DNS,Yes
2024-02-04 22:30:00,Firewall X,Connection Lost,CRITICAL,84.0,192.168.215.244,10.0.187.144,7298,tcp,No
2024-01-05 19:42:00,Switch-B,Unauthorized Access,MEDIUM,142.0,192.168.212.189,10.0.226.205,1477,Tcp,No
2024-01-27 17:19:00,Srv C,High Latency,high,123.0,192.168.32.207,10.0.194.66,159,DNS,Yes
2024-01-02 02:26:00,Server_C,High Latency,high,26.0,192.168.169.164,10.0.185.165,6909,udp,No
2024-02-03 03:02:00,Router A,Packet Loss,moderate,13.0,192.168.16.119,10.0.200.150,7487,TLS,Yes
2024-01-15 10:32:00,Server_C,Firmware Crash,MEDIUM,167.0,192.168.168.209,10.0.164.85,618,icmp,Yes
2024-01-03 21:52:00,Srv C,Hardware Failure,high,,192.168.235.42,10.0.210.149,406,udp,No
2024-01-20 02:43:00,Srv C,High Latency,High,15.0,???.???.???.???,10.0.137.119,6657,tcp,Yes
2024-01-15 11:30:00,Srv C,Packet Loss,MEDIUM,61.0,192.168.34.29,10.0.140.140,1563,tcp,Yes
2024-02-11 20:06:00,Srv C,Connection Lost,CRITICAL,7.0,192.168.177.155,10.0.59.86,533,Tcp,No
2024-01-29 08:55:00,Load_Balancer_1,High Latency,moderate,144.0,192.168.50.40,10.0.50.238,2826,tcp,Yes
01/13/2024 19:27,DB_Z,Firmware Crash,MEDIUM,57.0,192.168.33.212,10.0.181.181,3341,TLS,No
2024-01-17 23:50:00,Load_Balancer_1,Slow Network,med,67.0,192.168.2.110,10.0.141.169,4518,Tcp,No
2024-01-08 06:54:00,Server_C,Hardware Failure,MEDIUM,141.0,192.168.233.161,10.0.192.175,312,Tcp,No
2024-02-14 07:06:00,Access_Point_Y,Downtime,moderate,44.0,192.168.3.107,10.0.178.70,7593,UDP,Yes
2024-01-09 23:02:00,Switch-B,Unauthorized Access,high,49.0,192.168.224.230,10.0.19.160,4033,QUIC,Yes
2024-02-08 19:38:00,Access_Point_Y,Packet Loss,low,77.0,192.168.63.194,10.0.132.203,6603,QUIC,No
2024-01-12 21:57:00,Srv C,Slow Network,CRITICAL,94.0,192.168.119.215,10.0.229.110,4735,Tcp,No
2024-01-29 23:21:00,Access_Point_Y,Downtime,med,167.0,192.168.159.21,10.0.162.236,6948,TLS,No
2024-01-21 12:45:00,Firewall X,Connection Lost,Severe,148.0,192.168.1.94,10.0.74.171,6515,DNS,No
2024-02-07 08:28:00,Access_Point_Y,Slow Network,MEDIUM,44.0,192.168.12.87,10.0.23.152,1300,icmp,Yes
2024-01-14 20:10:00,Server_C,Packet Loss,critical,39.0,192.168.63.197,10.0.253.218,950,tcp,No
2024-01-08 15:33:00,Switch-B,Packet Loss,Severe,36.0,192.168.207.19,10.0.140.165,1182,Tcp,Yes
2024-01-06 23:00:00,Switch-B,Unauthorized Access,med,85.0,192.168.208.130,10.0.173.241,7470,ICMP,Yes
2024-01-21 11:28:00,DB_Z,DDoS Attack,high,70.0,192.168.38.61,10.0.159.15,3391,UDP,Yes
2024-01-26 04:01:00,DB_Z,Hardware Failure,moderate,45.0,192.168.181.68,10.0.194.255,6555,udp,No
2024-02-12 16:40:00,Router A,High Latency,Severe,24.0,192.168.64.135,10.0.174.212,4575,udp,No
2024-01-22 13:35:00,Switch-B,Hardware Failure,CRITICAL,8.0,192.168.186.193,10.0.56.120,2949,tcp,No
2024-02-01 08:07:00,Srv C,Firmware Crash,high,32.0,192.168.160.87,10.0.32.244,946,udp,Yes
2024-01-16 07:50:00,Srv C,Firmware Crash,LOW,102.0,192.168.33.75,10.0.25.52,6491,ICMP,Yes
2024-01-27 20:11:00,Switch-B,DDoS Attack,MEDIUM,73.0,192.168.178.173,10.0.147.214,118,icmp,No
2024-01-12 22:44:00,Router A,Connection Lost,LOW,125.0,192.168.96.84,10.0.175.126,3235,icmp,Yes
2024-02-05 02:27:00,Server_C,Connection Lost,LOW,73.0,192.168.236.50,10.0.244.68,2461,UDP,No
2024-01-07 23:37:00,Load_Balancer_1,Packet Loss,MEDIUM,146.0,192.168.61.227,10.0.218.231,Unknown,ICMP,No
2024-01-07 06:19:00,Edge_Proxy,DDoS Attack,high,16.0,192.168.83.25,10.0.131.125,6910,DNS,No
2024-02-05 15:16:00,Router A,Downtime,MEDIUM,39.0,192.168.235.227,10.0.67.64,867,TLS,Yes
2024-02-03 12:48:00,Load_Balancer_1,Hardware Failure,high,53.0,192.168.33.196,10.0.151.42,2064,ICMP,No
2024-02-01 09:26:00,Router A,Unauthorized Access,MEDIUM,54.0,192.168.37.42,10.0.185.14,109,udp,Yes
2024-02-05 05:46:00,Firewall X,Packet Loss,CRITICAL,33.0,192.168.85.204,10.0.98.0,5773,tcp,No
02/04/2024 08:48,Switch-B,Unauthorized Access,low,124.0,192.168.147.171,10.0.107.185,4068,udp,No
02/18/2024 11:31,Firewall X,DDoS Attack,LOW,98.0,192.168.38.92,10.0.96.85,6281,DNS,No
2024-01-29 16:30:00,DB_Z,Firmware Crash,High,177.0,192.168.82.31,10.0.225.40,7771,DNS,No
2024-02-04 03:11:00,DB_Z,Slow Network,med,135.0,192.168.84.58,10.0.246.145,3224,TLS,No
2024-01-23 02:24:00,Router A,Unauthorized Access,LOW,101.0,192.168.111.113,10.0.48.99,2306,TLS,No
2024-01-17 23:43:00,DB_Z,Connection Lost,high,12.0,192.168.17.39,10.0.155.25,Unknown,udp,Yes
2024-02-11 11:58:00,Firewall X,DDoS Attack,moderate,74.0,192.168.70.147,10.0.192.164,6812,QUIC,No
2024-01-03 08:10:00,Access_Point_Y,Connection Lost,MEDIUM,170.0,192.168.209.173,10.0.194.4,4184,TLS,Yes
2024-01-15 00:07:00,Server_C,DDoS Attack,MEDIUM,,192.168.200.187,10.0.250.185,110,QUIC,Yes
2024-01-15 15:52:00,Load_Balancer_1,Connection Lost,moderate,102.0,192.168.41.49,10.0.106.48,3069,TLS,No
2024-02-07 08:54:00,Load_Balancer_1,Downtime,MEDIUM,148.0,192.168.112.100,10.0.252.150,4625,TLS,No
2024-01-31 20:44:00,Access_Point_Y,Packet Loss,CRITICAL,26.0,192.168.161.33,10.0.239.232,681,icmp,No
2024-02-16 15:40:00,Firewall X,Firmware Crash,high,156.0,192.168.211.196,10.0.222.250,7293,Tcp,No
2024-01-30 22:50:00,Srv C,Packet Loss,critical,70.0,192.168.209.9,10.0.24.154,5801,QUIC,No
2024-01-03 14:33:00,DB_Z,High Latency,moderate,122.0,192.168.163.134,10.0.91.119,3933,DNS,No
2024-01-30 12:36:00,Load_Balancer_1,DDoS Attack,MEDIUM,117.0,192.168.74.32,10.0.251.245,2417,UDP,No
2024-01-03 22:17:00,Router A,Slow Network,moderate,126.0,192.168.9.155,10.0.17.225,3528,UDP,Yes
2024-02-17 07:24:00,Edge_Proxy,DDoS Attack,CRITICAL,88.0,192.168.249.168,10.0.45.100,848,UDP,No
02/17/2024 15:01,Load_Balancer_1,High Latency,low,167.0,192.168.206.113,10.0.10.216,3477,DNS,No
2024-01-23 13:34:00,Load_Balancer_1,Packet Loss,CRITICAL,168.0,192.168.232.138,10.0.45.81,4680,DNS,No
2024-01-06 23:10:00,Router A,Connection Lost,Severe,147.0,192.168.184.39,10.0.158.198,1631,Tcp,Yes
2024-02-03 09:09:00,Load_Balancer_1,Downtime,med,106.0,192.168.27.89,10.0.54.117,4035,tcp,Yes
2024-02-02 09:16:00,Edge_Proxy,Slow Network,MEDIUM,128.0,192.168.158.233,10.0.191.114,193,tcp,No
2024-02-03 05:39:00,Firewall X,Hardware Failure,CRITICAL,87.0,192.168.68.160,10.0.60.27,931,icmp,No
2024-02-18 01:58:00,DB_Z,Connection Lost,critical,140.0,192.168.209.230,10.0.99.114,1633,UDP,Yes
01/02/2024 15:41,Load_Balancer_1,Unauthorized Access,High,169.0,192.168.60.241,10.0.70.23,7000,tcp,No
2024-01-27 08:04:00,Edge_Proxy,Slow Network,low,31.0,192.168.134.252,10.0.21.60,214,icmp,No
2024-01-19 19:52:00,Switch-B,Connection Lost,low,155.0,???.???.???.???,10.0.146.23,7275,udp,No
2024-01-27 01:01:00,Load_Balancer_1,Downtime,high,25.0,192.168.246.145,10.0.50.216,902,icmp,Yes
2024-01-25 16:06:00,Load_Balancer_1,DDoS Attack,Severe,,192.168.102.246,10.0.179.157,6486,TLS,Yes
2024-02-12 14:23:00,Switch-B,Packet Loss,Severe,98.0,192.168.16.165,10.0.100.190,6533,udp,Yes
2024-01-13 23:17:00,DB_Z,Connection Lost,critical,152.0,192.168.227.242,10.0.248.123,2696,tcp,No
01/30/2024 01:56,DB_Z,High Latency,Severe,75.0,192.168.54.238,10.0.187.169,5755,QUIC,No
2024-02-07 23:13:00,DB_Z,Packet Loss,CRITICAL,88.0,192.168.37.39,10.0.145.25,3610,tcp,Yes
2024-02-09 18:42:00,Edge_Proxy,Packet Loss,Severe,156.0,192.168.143.110,10.0.229.69,3334,UDP,No
2024-02-15 22:13:00,DB_Z,Hardware Failure,MEDIUM,79.0,192.168.129.163,10.0.196.238,1134,DNS,Yes
01/19/2024 23:58,Switch-B,Firmware Crash,MEDIUM,92.0,192.168.132.87,10.0.144.197,Unknown,DNS,No
2024-01-06 17:32:00,Srv C,DDoS Attack,Severe,74.0,192.168.67.10,10.0.179.16,2441,ICMP,Yes
01/31/2024 19:16,Firewall X,Packet Loss,CRITICAL,140.0,192.168.230.50,10.0.198.42,4403,udp,No
2024-01-22 01:14:00,Srv C,Downtime,med,106.0,192.168.6.44,10.0.167.43,2665,TLS,No
2024-02-05 19:26:00,Server_C,DDoS Attack,high,98.0,192.168.77.105,10.0.243.16,7480,icmp,Yes
2024-02-03 12:23:00,Firewall X,Hardware Failure,med,138.0,192.168.149.3,10.0.17.255,5645,Tcp,No
2024-02-05 10:24:00,Router A,Downtime,LOW,9.0,192.168.9.59,10.0.84.12,2394,UDP,No
2024-01-11 13:57:00,Firewall X,Firmware Crash,MEDIUM,84.0,192.168.91.232,10.0.229.201,5001,ICMP,Yes
2024-01-20 16:51:00,DB_Z,Unauthorized Access,High,35.0,192.168.230.8,10.0.196.159,3143,udp,Yes
2024-02-03 09:54:00,Router A,Downtime,med,155.0,192.168.34.129,10.0.108.41,198,udp,No
2024-01-23 08:26:00,Router A,DDoS Attack,CRITICAL,32.0,192.168.161.45,10.0.144.32,3671,udp,Yes
2024-01-31 01:29:00,Firewall X,Connection Lost,moderate,143.0,192.168.37.28,10.0.203.35,5062,UDP,No
2024-02-13 19:31:00,Load_Balancer_1,Hardware Failure,critical,128.0,192.168.204.204,10.0.231.203,4303,tcp,Yes
2024-01-29 12:06:00,Edge_Proxy,Unauthorized Access,CRITICAL,53.0,192.168.111.169,10.0.8.2,6970,ICMP,No
2024-02-05 18:09:00,Access_Point_Y,Connection Lost,critical,44.0,192.168.150.234,10.0.231.7,839,udp,Yes
2024-02-15 00:02:00,Router A,DDoS Attack,High,148.0,192.168.100.251,10.0.107.187,7747,DNS,Yes
2024-02-13 18:25:00,Access_Point_Y,Packet Loss,med,83.0,192.168.113.233,10.0.12.187,7712,TLS,Yes
2024-02-17 12:12:00,Switch-B,Hardware Failure,MEDIUM,39.0,192.168.82.186,10.0.221.203,5408,icmp,Yes
2024-02-17 00:44:00,DB_Z,Firmware Crash,high,,192.168.85.69,10.0.134.150,2918,TLS,No
2024-01-15 21:37:00,Edge_Proxy,Downtime,CRITICAL,176.0,192.168.17.155,10.0.197.94,4911,icmp,Yes
2024-01-15 00:56:00,Srv C,Hardware Failure,low,24.0,192.168.214.2,10.0.3.225,4584,Tcp,No
2024-02-10 22:31:00,Switch-B,DDoS Attack,moderate,22.0,192.168.47.157,10.0.128.35,Unknown,Tcp,Yes
2024-01-24 03:30:00,DB_Z,Unauthorized Access,low,,192.168.65.222,10.0.67.130,2015,DNS,No
2024-01-28 14:51:00,Access_Point_Y,High Latency,low,22.0,192.168.238.200,10.0.79.130,2613,udp,No
2024-01-01 02:38:00,Switch-B,Packet Loss,med,180.0,192.168.134.63,10.0.208.174,273,icmp,No
2024-01-26 00:58:00,Load_Balancer_1,Unauthorized Access,High,116.0,192.168.35.139,10.0.87.82,6166,icmp,No
2024-02-03 22:39:00,Srv C,Firmware Crash,CRITICAL,179.0,192.168.99.165,10.0.26.244,2819,udp,No
02/05/2024 02:15,Router A,High Latency,High,80.0,192.168.234.51,10.0.149.21,2512,udp,No
2024-02-02 03:49:00,Switch-B,DDoS Attack,Severe,32.0,192.168.213.27,10.0.11.75,Unknown,DNS,Yes
2024-02-14 19:15:00,Srv C,Packet Loss,CRITICAL,118.0,192.168.8.235,10.0.20.198,968,TLS,Yes
2024-01-20 18:33:00,DB_Z,Downtime,LOW,23.0,192.168.20.82,10.0.25.171,7893,DNS,Yes
2024-02-04 22:03:00,DB_Z,High Latency,MEDIUM,94.0,192.168.167.239,10.0.58.70,6396,QUIC,Yes
2024-01-27 15:48:00,Server_C,Packet Loss,high,38.0,192.168.103.147,10.0.162.190,5051,QUIC,No
2024-01-03 06:45:00,Router A,Unauthorized Access,critical,103.0,192.168.97.120,10.0.143.176,2744,Tcp,No
2024-01-27 22:59:00,Server_C,Downtime,CRITICAL,104.0,192.168.98.115,10.0.146.215,4037,QUIC,No
2024-02-04 23:39:00,Access_Point_Y,Packet Loss,critical,161.0,192.168.167.200,10.0.68.112,5275,tcp,No
2024-01-29 17:27:00,Edge_Proxy,High Latency,med,168.0,192.168.132.184,10.0.109.224,5362,TLS,No
02/07/2024 09:32,Load_Balancer_1,Connection Lost,high,138.0,192.168.177.1,10.0.81.138,7159,icmp,Yes
2024-02-03 04:07:00,Router A,Connection Lost,LOW,148.0,192.168.44.43,10.0.157.194,1424,Tcp,No
2024-02-09 10:59:00,Server_C,Hardware Failure,High,162.0,192.168.236.169,10.0.192.242,4514,udp,Yes
2024-01-12 16:59:00,Edge_Proxy,Firmware Crash,high,146.0,192.168.102.255,10.0.169.155,3537,TLS,No
2024-01-31 09:01:00,Load_Balancer_1,Hardware Failure,low,145.0,192.168.236.158,10.0.32.248,7128,QUIC,No
2024-01-24 22:50:00,Switch-B,Downtime,CRITICAL,83.0,192.168.46.204,10.0.221.227,1987,icmp,No
2024-02-12 05:31:00,Router A,Packet Loss,high,133.0,192.168.118.129,10.0.122.135,6761,TLS,No
2024-01-15 11:42:00,Load_Balancer_1,Slow Network,med,160.0,192.168.145.215,10.0.24.210,3782,tcp,No
2024-02-10 17:14:00,Edge_Proxy,Unauthorized Access,MEDIUM,39.0,192.168.242.191,10.0.87.145,2266,UDP,No
2024-02-13 02:55:00,Router A,Downtime,med,127.0,192.168.134.195,10.0.112.253,5504,udp,Yes
2024-02-09 10:04:00,Access_Point_Y,Hardware Failure,CRITICAL,119.0,192.168.35.225,10.0.71.2,7018,TLS,No
2024-01-02 00:06:00,Access_Point_Y,Unauthorized Access,High,105.0,192.168.165.154,10.0.93.0,7600,icmp,Yes
2024-01-18 11:06:00,DB_Z,High Latency,critical,115.0,192.168.251.62,10.0.216.16,6167,QUIC,No
2024-01-24 19:39:00,Srv C,Connection Lost,LOW,80.0,192.168.48.207,10.0.106.33,3845,icmp,Yes
2024-01-05 15:10:00,Load_Balancer_1,High Latency,med,18.0,192.168.249.166,10.0.190.83,3479,UDP,No
2024-01-29 17:40:00,Load_Balancer_1,High Latency,high,105.0,192.168.8.102,10.0.13.58,6948,QUIC,No
2024-02-14 13:56:00,Load_Balancer_1,Firmware Crash,High,70.0,192.168.50.253,10.0.173.251,605,DNS,Yes
2024-01-31 08:20:00,Router A,High Latency,moderate,179.0,192.168.215.178,10.0.16.158,1933,UDP,Yes
2024-02-05 12:13:00,DB_Z,Firmware Crash,LOW,157.0,192.168.36.161,10.0.92.53,6572,ICMP,Yes
2024-01-06 23:33:00,Access_Point_Y,Slow Network,MEDIUM,23.0,192.168.56.30,10.0.194.171,3930,Tcp,Yes
2024-01-26 07:53:00,Access_Point_Y,Downtime,LOW,148.0,192.168.104.234,10.0.122.12,2758,icmp,Yes
2024-02-09 08:03:00,Router A,Slow Network,moderate,,192.168.238.251,10.0.192.110,5585,UDP,No
02/05/2024 11:51,Server_C,High Latency,med,5.0,192.168.131.112,10.0.210.152,4992,UDP,No
2024-01-17 15:29:00,Router A,Downtime,MEDIUM,158.0,192.168.61.83,10.0.50.125,2935,TLS,No
2024-01-18 03:05:00,DB_Z,Hardware Failure,high,163.0,192.168.0.73,10.0.161.185,1500,UDP,Yes
2024-02-07 22:57:00,Edge_Proxy,Downtime,high,46.0,192.168.137.247,10.0.41.170,6051,ICMP,No
2024-01-07 09:21:00,Load_Balancer_1,Downtime,LOW,46.0,192.168.150.227,10.0.154.61,7209,UDP,No
2024-01-01 07:21:00,Edge_Proxy,Connection Lost,high,165.0,192.168.12.163,10.0.209.112,7631,DNS,No
02/03/2024 22:49,Server_C,Unauthorized Access,high,55.0,192.168.214.145,10.0.242.185,3246,QUIC,Yes
2024-01-15 10:20:00,DB_Z,Firmware Crash,LOW,99.0,192.168.170.120,10.0.68.152,1197,DNS,Yes
